,date,operator,bottype,stars,bots,passiveDiameter[cm],path,locatingFileName,minCircleRadius,maxCircleRadius,fps,cpp,start_min,end_min,arenaSize[cm],comments,backedup,motorVal,production,linkingFileName,botLocatingFileName,botLinkingFileName
64,20230119,Eden,aligner,,8,28,D:\Eden\19_1_23\aligners8passive28cm\C0587.MP4,,102,106,25,0.1376146789,0:08,20:16,150,,,130,,,,
65,20230119,Eden,aligner,,8,28,D:\Eden\19_1_23\aligners8passive28cm\C0586.MP4,,102,106,25,0.1376146789,0:12,21:16,150,spinning bot-replaced- low battery-replaced 3 times,,130,,,,
66,20230119,Eden,aligner,,8,28,D:\Eden\19_1_23\aligners8passive28cm\C0585.MP4,,102,106,25,0.1376146789,0:17,20:21,150,replaced plastic,,130,,,,
67,20230119,Eden,aligner,,8,28,D:\Eden\19_1_23\aligners8passive28cm\C0584.MP4,,102,106,25,0.1376146789,0:06,20:12,150,1 bot low battery-replaced-camera moved on last minute,,130,,,,
68,20230119,Eden,aligner,,8,28,D:\Eden\19_1_23\aligners8passive28cm\C0583.MP4,,102,106,25,0.1376146789,0:07,20:13,150,1 bot change plastic,,130,,,,
69,20230119,Eden,aligner,,8,28,D:\Eden\19_1_23\aligners8passive28cm\C0581.MP4,,102,106,25,0.1376146789,0:27,20:38,150,camera maybe moved,,130,,,,
70,20230112,Eden,fronter,,16,28,D:\Eden\12_1_23\fronters-28cm-16bots\C0571.MP4,,102,106,25,0.1376146789,0:03,21:01,150,,,130,,,,
71,20230112,Eden,fronter,,16,28,D:\Eden\12_1_23\fronters-28cm-16bots\C0570.MP4,,102,106,25,0.1376146789,0:06,10:48,150,1bot low battery replaced,,130,,,,
72,20230110,Eden,fronter,,16,28,D:\Eden\10_1_23\fronters-28cm-16bots\C0569.MP4,,102,106,25,0.1376146789,0:16,20:29,150,1-bot stop-replaced,,130,,,,
73,20230110,Eden,fronter,,16,28,D:\Eden\10_1_23\fronters-28cm-16bots\C0568.MP4,,102,106,25,0.1376146789,0:07,20:19,150,1-bot stop-replaced,,130,,,,
74,20230119,Eden,aligner,,16,28,D:\Eden\19_1_23\aligners16passive28cm\C0591.MP4,,102,106,25,0.1376146789,0:09,16:39,150,1 low battery-replaced,,130,,,,
75,20230119,Eden,aligner,,16,28,D:\Eden\19_1_23\aligners16passive28cm\C0590.MP4,,102,106,25,0.1376146789,0:08,20:17,150,1 spinning bot -replaced,,130,,,,
76,20230119,Eden,aligner,,16,28,D:\Eden\19_1_23\aligners16passive28cm\C0589.MP4,,102,106,25,0.1376146789,0:05,20:32,150,2 bot low battery-replaced,,130,,,,
77,20230119,Eden,aligner,,16,28,D:\Eden\19_1_23\aligners16passive28cm\C0588.MP4,,102,106,25,0.1376146789,0:05,20:56,150,1bot low battery-replaced,,130,,,,
78,20221218,Matan,aligner,1,53,28,D:\Matan\20221218\aligners53passive28cm\C0510.MP4,D:\Matan\20221218\aligners53passive28cm\C0510.MP4_locatedFull_20230106full.csv,102,106,25,0.1376146789,0:25,19:40,150,,1,130,,,,
79,20221218,Matan,aligner,3,53,28,D:\Matan\20221218\aligners53passive28cm\C0511.MP4,D:\Matan\20221218\aligners53passive28cm\C0511.MP4_locatedFull_20230106full.csv,102,106,25,0.1376146789,0:28,18:19,150,first few minutes show scatter well,1,130,D:\Matan\production\C5011coppedTrimmedGray.MP4,,,
80,20221218,Matan,aligner,0,53,28,D:\Matan\20221218\aligners53passive28cm\C0512.MP4,,102,106,25,0.1376146789,0:30,17:49,150,,1,130,,,,
81,20221218,Matan,aligner,0,53,28,D:\Matan\20221218\aligners53passive28cm\C0513.MP4,,102,106,25,0.1376146789,0:27,20:15,150,,1,130,,,,
82,20221217,Matan,fronter,3,53,28,D:\Matan\20221217\fronters53passive28cm\C0505.MP4,D:\Matan\20221217\fronters53passive28cm\C0505.MP4_locatedFull_20230106full.csv,102,106,25,0.1376146789,0:28,2:18,150,2 mins to edge,1,130,D:\Matan\production\C0505coppedTrimmedGray.MP4,,,
83,20221217,Matan,fronter,1,53,28,D:\Matan\20221217\fronters53passive28cm\C0506.MP4,D:\Matan\20221217\fronters53passive28cm\C0506.MP4_locatedFull_20230106full.csv,102,106,25,0.1376146789,0:23,5:15,150,,1,130,,,,
84,20221217,Matan,fronter,1,53,28,D:\Matan\20221217\fronters53passive28cm\C0507.MP4,D:\Matan\20221217\fronters53passive28cm\C0507.MP4_locatedFull_20230106full.csv,102,106,25,0.1376146789,0:31,6:44,150,,1,130,,,,
85,20221217,Matan,fronter,0,53,28,D:\Matan\20221217\fronters53passive28cm\C0509.MP4,D:\Matan\20221217\fronters53passive28cm\C0509.MP4_locatedFull_20230106full.csv,102,106,25,0.1376146789,0:29,14:38,150,,1,130,,,,
